Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Index
TMCS Modified Aerogel,Hyeonjung Kim et al.,Eco-Friendly Synthesis of Water-Glass-Based Silica Aerogels via Catechol-Based Modifier,2020.0,38.0,0.0,Sol-gel,,Water Glass,,,,,,,,H2O,,,,,,HCl,,,,,,,TMCS,,,,,,"Water Glass, H2O, HCl",,,,Ambient,,,,,,,,,HCl,,,Ambient,Ambient,<60,,Ambient,48,,,,"Isopropanol, N-hexane",,,,"TMCS, N-hexane",1,1,,N-hexane,3,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,12,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,4.15,35.11,473,,,,,,,,,,,,,,,157
Catechol Modified Aerogel- TBC,Hyeonjung Kim et al.,Eco-Friendly Synthesis of Water-Glass-Based Silica Aerogels via Catechol-Based Modifier,2020.0,38.0,0.0,Sol-gel,,Water Glass,,,,,,,,H2O,,,,,,HCl,,,,,,,TBC,0.0105,,,,,"Water Glass, H2O, HCl",,,,Ambient,,,,,,,,,HCl,,,Ambient,Ambient,<60,,Ambient,48,,,,"MeOH, EtOH",,,,TBC,1,1,,Alcohol,5,,,,,,,On the third wash it was not specified the type of alcohol,Ambient Pressure Drying,,Ambient,Ambient,12,,60,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.77,22.9,308,,,,,,,,,,,,,,,158
Catechol Modified Aerogel- TBC and HA,Hyeonjung Kim et al.,Eco-Friendly Synthesis of Water-Glass-Based Silica Aerogels via Catechol-Based Modifier,2020.0,38.0,0.0,Sol-gel,,Water Glass,,,,,,,,H2O,,,,,,HCl,,,,,,,"TBC, HA","0.0105, 0.21",,,,,"Water Glass, H2O, HCl",,,,Ambient,,,,,,,,,HCl,,,Ambient,Ambient,<60,,Ambient,48,,,,"MeOH, EtOH",,,,"TBC, HA",1,1,,Alcohol,5,,,,,,,On the third wash it was not specified the type of alcohol,Ambient Pressure Drying,,Ambient,Ambient,12,,60,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.13,25.02,340,,,,,,,,,,,,,,,159
Catechol Modified Aerogel- TBC and PDA,Hyeonjung Kim et al.,Eco-Friendly Synthesis of Water-Glass-Based Silica Aerogels via Catechol-Based Modifier,2020.0,38.0,0.0,Sol-gel,,Water Glass,,,,,,,,H2O,,,,,,HCl,,,,,,,"TBC, PDA","0.0105, ----",,,,,"Water Glass, H2O, HCl",,,,Ambient,,,,,,,,,HCl,,,Ambient,Ambient,<60,,Ambient,48,,,,"MeOH, EtOH",,,,"TBC, PDA",1,1,,Alcohol,5,,,,,,,On the third wash it was not specified the type of alcohol,Ambient Pressure Drying,,Ambient,Ambient,12,,60,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,2.14,22.82,375,,,,,,,,,,,,,,,160
"Catechol Modified Aerogel- TBC, PDA, AND HA",Hyeonjung Kim et al.,Eco-Friendly Synthesis of Water-Glass-Based Silica Aerogels via Catechol-Based Modifier,2020.0,38.0,0.0,Sol-gel,,Water Glass,,,,,,,,H2O,,,,,,HCl,,,,,,,"TBC, HA, PDA","0.0105, 0.21, ----",,,,,"Water Glass, H2O, HCl",,,,Ambient,,,,,,,,,HCl,,,Ambient,Ambient,<60,,Ambient,48,,,,"MeOH, EtOH",,,,"TBC, HA, PDA",1,1,,Alcohol,5,,,,,,,On the third wash it was not specified the type of alcohol,Ambient Pressure Drying,,Ambient,Ambient,12,,60,Ambient,2,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,1.93,20.52,377,,,,,,,,,,,,,,,161
Pure TEOS organic-inorganic hybrid aerogel,Haryeong Choi et al.,Structural and mechanical properties of hybrid silica aerogel formed using triethoxy(1-phenylethenyl)silane,2020.0,56.0,6.0,Sol-gel,,TEOS,,,,,,,,Isopropanol,,H2O,,,,HCl,0.01,,NH4OH,10,,,,,,,,,"TEOS, Isopropanol, HCl",300,60,24,Ambient,,NH4OH,,4,,Ambient,,,,,,,,,MeOH,,,,,,Isopropanol,,,50,,,,,,,,,,,,,,Supercritical Drying,CO2,60,9,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,8.45,2.06,975.7,0.024,,,,,,,,,,,,,,162
1 mol % PTPES organic-inorganic hybrid aerogel,Haryeong Choi et al.,Structural and mechanical properties of hybrid silica aerogel formed using triethoxy(1-phenylethenyl)silane,2020.0,56.0,6.0,Sol-gel,,TEOS,,,,PTPES,,,,Isopropanol,,H2O,,,,HCl,0.01,,NH4OH,10,,,,,,,,,"TEOS, Isopropanol, HCl",300,60,24,Ambient,,"PTPES, NH4OH",,5,,Ambient,,,,,,,,,MeOH,,,,,,Isopropanol,,,50,,,,,,,,,,,,,,Supercritical Drying,CO2,60,9,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,16.56,3.757,907.2,0.035,,,,,,,,,,,,,,163
3 mol % PTPES organic-inorganic hybrid aerogel,Haryeong Choi et al.,Structural and mechanical properties of hybrid silica aerogel formed using triethoxy(1-phenylethenyl)silane,2020.0,56.0,6.0,Sol-gel,,TEOS,,,,PTPES,,,,Isopropanol,,H2O,,,,HCl,0.01,,NH4OH,10,,,,,,,,,"TEOS, Isopropanol, HCl",300,60,24,Ambient,,"PTPES, NH4OH",,5,,Ambient,,,,,,,,,MeOH,,,,,,Isopropanol,,,50,,,,,,,,,,,,,,Supercritical Drying,CO2,60,9,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,20.99,3.988,760.1,0.044,,,,,,,,,,,,,,164
5 mol % PTPES organic-inorganic hybrid aerogel,Haryeong Choi et al.,Structural and mechanical properties of hybrid silica aerogel formed using triethoxy(1-phenylethenyl)silane,2020.0,56.0,6.0,Sol-gel,,TEOS,,,,PTPES,,,,Isopropanol,,H2O,,,,HCl,0.01,,NH4OH,10,,,,,,,,,"TEOS, Isopropanol, HCl",300,60,24,Ambient,,"PTPES, NH4OH",,5,,Ambient,,,,,,,,,MeOH,,,,,,Isopropanol,,,50,,,,,,,,,,,,,,Supercritical Drying,CO2,60,9,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,34.92,5.56,636.8,0.048,,,,,,,,,,,,,,165
10 mol % PTPES organic-inorganic hybrid aerogel,Haryeong Choi et al.,Structural and mechanical properties of hybrid silica aerogel formed using triethoxy(1-phenylethenyl)silane,2020.0,56.0,6.0,Sol-gel,,TEOS,,,,PTPES,,,,Isopropanol,,H2O,,,,HCl,0.01,,NH4OH,10,,,,,,,,,"TEOS, Isopropanol, HCl",300,60,24,Ambient,,"PTPES, NH4OH",,5,,Ambient,,,,,,,,,MeOH,,,,,,Isopropanol,,,50,,,,,,,,,,,,,,Supercritical Drying,CO2,60,9,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,20.55,2.161,521.8,0.084,,,,,,,,,,,,,,166
20 mol % PTPES organic-inorganic hybrid aerogel,Haryeong Choi et al.,Structural and mechanical properties of hybrid silica aerogel formed using triethoxy(1-phenylethenyl)silane,2020.0,56.0,6.0,Sol-gel,,TEOS,,,,PTPES,,,,Isopropanol,,H2O,,,,HCl,0.01,,NH4OH,10,,,,,,,,,"TEOS, Isopropanol, HCl",300,60,24,Ambient,,"PTPES, NH4OH",,5,,Ambient,,,,,,,,,MeOH,,,,,,Isopropanol,,,50,,,,,,,,,,,,,,Supercritical Drying,CO2,60,9,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,Yes,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,,13.88,1.81,420.5,0.096,,,,,,,,,,,,,,167
Polysiloxane hybrid aerogel; Ethoxy-1.5g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,90,2.21,16,476.3,0.221,3.65,,,,,,,,,,,,,168
Polysiloxane hybrid aerogel; Ethoxy-0.9g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,89.7,3.44,23,542.3,0.227,3.48,,,,,,,,,,,,,169
Polysiloxane hybrid aerogel; Ethoxy-0.3g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,89.8,3.55,24,582.7,0.225,1.34,,,,,,,,,,,,,170
Polysiloxane hybrid aerogel ethoxy:methyl(1:3)-1.5g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,90.6,2.24,18,479.4,0.206,7.26,,,,,,,,,,,,,171
Polysiloxane hybrid aerogel ethoxy:methyl(1:3)-0.9g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,90.7,3.58,26,551.6,0.204,4.15,,,,,,,,,,,,,172
Polysiloxane hybrid aerogel ethoxy:methyl(1:3)-0.3g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,90.5,3.53,26,629.3,0.21,1.17,,,,,,,,,,,,,173
Polysiloxane hybrid aerogel ethoxy:methyl(1:5)-1.5g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,91.5,2.28,19,546.5,0.188,8.2,,,,,,,,,,,,,174
Polysiloxane hybrid aerogel ethoxy:methyl(1:5)-0.9g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,90.5,3.6,26,557.5,0.208,4.55,,,,,,,,,,,,,175
Polysiloxane hybrid aerogel ethoxy:methyl(1:5)-0.3g OTS,Linbin Wang et al.,Preparation of superhydrophobic and flexible polysiloxane aerogel,2020.0,40.0,4.0,Sol-gel,,OTS,,,,Ethoxy-polysiloxane,,,,EtOH,,H2O,,,,,,,NaOH,,,,TMCS,,,,,,"Ethoxy-polysiloxane, OTS, EtOH, H2O",,15,,,,NaOH,,5,,,,,,,,40,,,,50,48,,,,N-hexane,3,,,,,,,TMCS,,,,,,,,,Ambient Pressure Drying,,Ambient,Ambient,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,Mesoporous,90.9,3.63,27,632.9,0.201,2.35,,,,,,,,,,,,,176
SiO2-BC composite gel,Fei Shi et al.,Influences of solvothermal-assisted crystallization process on the microstructure and properties of SiO2-W0.02TiO2.06 composite aerogels synthesized via ambient pressure drying,2019.0,45.0,1.0,"Sol-gel, Solvothermal Reaction",,Water Glass,,,,BC,,,,H2O,,KOH,,,,,,,NH4OH,2,,,TMCS,,N-hexane,,,,"Water Glass, H2O",,,,,"2, 3","BC, KOH, H2O",,,6,90,,NH4OH was added after the two sols were mixed,,,"6, 7 ",,,,,,0.3333,,,,"TMCS, N-hexane",1,"1,3",,,,,,,,,,,,,,,Ambient Pressure Drying,,80,Ambient,2,,100,Ambient,2,,150,2,Ambient,,,,,,,,500,120,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.2,,222,,,,,,,,,,,,,,,177
SiO2-BC composite gel- Solvothermal reaction with WO3-TiO2 precursor @ 120°C for 3hr,Fei Shi et al.,Influences of solvothermal-assisted crystallization process on the microstructure and properties of SiO2-W0.02TiO2.06 composite aerogels synthesized via ambient pressure drying,2019.0,45.0,1.0,"Sol-gel, Solvothermal Reaction",,Water Glass,,,,BC,,,,H2O,,KOH,,,,,,,NH4OH,3,,,TMCS,,N-hexane,,,,"Water Glass, H2O",,,,,"2, 4","BC, KOH, H2O",,,6,90,,NH4OH was added after the two sols were mixed,,,"6, 7 ",,,,,,0.3333,,,,WO3-TiO2,1,1,,EtOH,1,0.125,120,"TMCS, N-hexane",1,"1,3",,,,,,Wash 2 took place in a solvothermal reactor,Ambient Pressure Drying,,80,Ambient,2,,100,Ambient,2,,150,2,Ambient,,,,,,,,500,120,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,4.8,,,,,,,,,,178
SiO2-BC composite gel- Solvothermal reaction with WO3-TiO2 precursor @ 150°C for 3hr,Fei Shi et al.,Influences of solvothermal-assisted crystallization process on the microstructure and properties of SiO2-W0.02TiO2.06 composite aerogels synthesized via ambient pressure drying,2019.0,45.0,1.0,"Sol-gel, Solvothermal Reaction",,Water Glass,,,,BC,,,,H2O,,KOH,,,,,,,NH4OH,3,,,TMCS,,N-hexane,,,,"Water Glass, H2O",,,,,"2, 4","BC, KOH, H2O",,,6,90,,NH4OH was added after the two sols were mixed,,,"6, 7 ",,,,,,0.3333,,,,WO3-TiO2,1,1,,EtOH,1,0.125,150,"TMCS, N-hexane",1,"1,3",,,,,,Wash 2 took place in a solvothermal reactor,Ambient Pressure Drying,,80,Ambient,2,,100,Ambient,2,,150,2,Ambient,,,,,,,,500,120,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,5.9,,,,,,,,,,179
SiO2-BC composite gel- Solvothermal reaction with WO3-TiO2 precursor @ 180°C for 0.5hr,Fei Shi et al.,Influences of solvothermal-assisted crystallization process on the microstructure and properties of SiO2-W0.02TiO2.06 composite aerogels synthesized via ambient pressure drying,2019.0,45.0,1.0,"Sol-gel, Solvothermal Reaction",,Water Glass,,,,BC,,,,H2O,,KOH,,,,,,,NH4OH,3,,,TMCS,,N-hexane,,,,"Water Glass, H2O",,,,,"2, 4","BC, KOH, H2O",,,6,90,,NH4OH was added after the two sols were mixed,,,"6, 7 ",,,,,,0.3333,,,,WO3-TiO2,1,1,,EtOH,1,0.020833333,180,"TMCS, N-hexane",1,"1,3",,,,,,Wash 2 took place in a solvothermal reactor,Ambient Pressure Drying,,80,Ambient,2,,100,Ambient,2,,150,2,Ambient,,,,,,,,500,120,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,4.8,,,,,,,,,,180
SiO2-BC composite gel- Solvothermal reaction with WO3-TiO2 precursor @ 180°C for 3hr,Fei Shi et al.,Influences of solvothermal-assisted crystallization process on the microstructure and properties of SiO2-W0.02TiO2.06 composite aerogels synthesized via ambient pressure drying,2019.0,45.0,1.0,"Sol-gel, Solvothermal Reaction",,Water Glass,,,,BC,,,,H2O,,KOH,,,,,,,NH4OH,3,,,TMCS,,N-hexane,,,,"Water Glass, H2O",,,,,"2, 4","BC, KOH, H2O",,,6,90,,NH4OH was added after the two sols were mixed,,,"6, 7 ",,,,,,0.3333,,,,WO3-TiO2,1,1,,EtOH,1,0.125,180,"TMCS, N-hexane",1,"1,3",,,,,,Wash 2 took place in a solvothermal reactor,Ambient Pressure Drying,,80,Ambient,2,,100,Ambient,2,,150,2,Ambient,,,,,,,,500,120,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,7.2,,,,,,,,,,181
