Final Material,Authors,Corresponding Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Index
"S16- 1mL HCl, 1mL MeOH",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01M HCl, 1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.3,,784,,,,,,,,,,,,,,,333
"S17- 2mL HCl, 2mL MeOH",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01M HCl, 1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,3.3,,611,,,,,,,,,,,,,,,334
"S18- 2.5mL HCl, 2.5mL MeOH",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01M HCl, 1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,,,3,,714,,,,,,,,,,,,,,,335
S19- 700 W Microwave,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 700W,,,,0.533333333,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.1,,796,,,,,,,,,,,,,,,336
S20- 500 W Microwave,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 500W,,,,0.55,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.2,,821,,,,,,,,,,,,,,,337
S21- 250 W Microwave,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 250W,,,,0.916666667,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.1,,783,,,,,,,,,,,,,,,338
S22- 40Celsius Oven,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Oven Drying,,,,24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.8,,714,,,,,,,,,,,,,,,339
S23- Xerogel,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Air Drying,,,,0.48,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.4,,795,,,,,,,,,,,,,,,340
S20- Heat Treated 200Celsius,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 500W,,,,0.55,,,,,,,,,,,,,,,,,200,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.1,,788,,,,,,,,,,,,,,,341
S20- Heat Treated 300Celsius,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 500W,,,,0.55,,,,,,,,,,,,,,,,,300,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.1,,738,,,,,,,,,,,,,,,342
S20- Heat Treated 40Celsius,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 500W,,,,0.55,,,,,,,,,,,,,,,,,40,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.5,,580,,,,,,,,,,,,,,,343
S20- Heat Treated 60Celsius,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 500W,,,,0.55,,,,,,,,,,,,,,,,,60,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.1,,471,,,,,,,,,,,,,,,344
S20- Heat Treated 80Celsius,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 1mL PO",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 500W,,,,0.55,,,,,,,,,,,,,,,,,80,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.9,,322,,,,,,,,,,,,,,,345
"100M_S, 100 mol % MTMS",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,,,,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,11,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,94.8,12.5,112.9,444.6,75.6,22.3,38.7,Monolithic,,,,,,,,,,,346
"100M_CNT_S, 100 mol % MTMS with Carbon Nanotubes",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,,,CNT,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,10,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,95.8,15.6,134.9,463.4,61.3,64.7,41.6,Monolithic,,,,,,,,,,,347
"90M10A_S, 90 mol % MTMS 10 mol % APTMS",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,3,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,94.6,11.9,4220.6,11..3,79.3,104.9,43.5,Monolithic,,,,,,,,,,,348
"90M10A_CNT_S, 90 mol % MTMS 10 mol % APTMS with Carbon Nanotubes",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,CNT,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,2,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,95.1,12.5,2713.5,18.4,76.2,201.5,41.8,Monolithic,,,,,,,,,,,349
"80M20A_S, 80 mol % MTMS 20 mol % APTMS ",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,3,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,94.8,12.5,512.3,97.4,76,,,Monolithic,,,,,,,,,,,350
"80M20A_CNT_S, 80 mol % MTMS 20 mol % APTMS with Carbon Nanotubes",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,CNT,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,2,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,95.4,12.7,1121.6,45.2,75.3,,,Monolithic,,,,,,,,,,,351
"100M_S1, 100 mol % MTMS 1.25g CTAB",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,,,,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,12,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,95.3,12.6,110.5,458.1,75.3,40.1,36.8,Monolithic,,,,,,,,,,,352
"100M_CNT_S1, 100 mol % MTMS 1.25g CTAB with Carbon Nanotubes",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,,,CNT,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,11,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,95.6,12.7,102.7,492.4,75.6,50.2,31.2,Monolithic,,,,,,,,,,,353
"90M10A_S1, 90 mol % MTMS 10 mol % APTMS 1.25g CTAB",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,4,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,94.4,11.7,647.4,72.2,80.9,68.7,44.1,Monolithic,,,,,,,,,,,354
"90M10A_CNT_S1, 90 mol % MTMS 10 mol % APTMS 1.25g CTAB with Carbon Nanotubes",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,CNT,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,3,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,94.6,11.2,378.3,118.2,84.6,191.3,43.7,Monolithic,,,,,,,,,,,355
"80M20A_S1, 80 mol % MTMS 20 mol % APTMS 1.25g CTAB",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,5,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,72.3,1.9,24.3,311.9,381.7,,,,,,,,,,,,,,356
"80M20A_CNT_S1, 80 mol % MTMS 20 mol % APTMS 1.25g CTAB with Carbon Nanotubes",Alyne Lamy-Mendes et al.,,Polysilsesquioxane-based silica aerogel monoliths with embedded CNTs,2019.0,81.0,8.0,Sol-gel,,MTMS,,APTMS,,CNT,,,,EtOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,,,,,CTAB,,,,,,,,,,,,,,,,,,27,,4,,27,168,,,,EtOH,8,,60,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,,72,,100,,3,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,Yes,No,,,,,,,89.9,6.3,103,245.6,142.2,,,,,,,,,,,,,,357
A0- 0mL APTMS,Ze Zhang et al.,,"Resilient, fire-retardant and mechanically strong polyimide-polyvinylpolymethylsiloxane composite aerogel prepared via stepwise chemical liquid deposition",2019.0,41.0,5.0,Sol-gel,The precursor solution was made by charging DTBP and VMDMS to an Ar hydrothermal reactor and heating at 120 Celsius for 48 hr.,APTMS,,VMDMS,,DTBP,,,,BzOH,,H2O,,TmAOH,,,,,,,,,,,,,,,"DTBP, VMDMS, BzOH, H2O, TmAOH, APTMS",,10,,,,,,,,,,,,,,80,,,,80,96,,,,Isopropanol,3,1,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,40,8.5,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,14.2,1573,0.188,4.51,0.032,,,,,,,,,,,,358
