Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Zr Precursor,Zr Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Additional Solvents,Additional Precursors (non Zr),Modifier,Modifier Concentration (M),Surfactant,Surfactant Concentration (M),Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Temp (°C),Aging Time (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp (°C),Drying Heating Rate (°C/min),Drying Pressure (MPa),Drying Time (hrs),Drying Atmosphere,Drying Temp 2 (°C),Drying Heating Rate 2 (°C/min),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Pore Size (nm),Nanoparticle Size (nm),Surface Area (m2/g),Density (g/cm3),Thermal Conductivity (W/mK),Crystalline Phase,Notes,Index
"Sulfated zirconia with nickel xerogel, as-dried",Kamoun et al.,Effect the solvent evacuation mode on the catalytic properties of nickel-modified sulfated zirconia catalysts: n-hexane isomerization,2014,54,5,sol-gel,,zirconium(IV) propoxide,,,, n-propanol,,water,sulfuric acid,,,,,,nickel acetylacetonate,,,,,,,,,,,,,,,,,,,,,,,,assumption: sulfuric acid is gelation agent,oven drying,,119.85,,,12,air,,,,,,,,,,,as-dried,No,,,,,,No,,,No,,,,Yes,Micromeritics ASAP 2000,Textural characterization,,,,,,Yes,Specific surface areas and pore size distributions,Yes, Kratos Analytical AXIS UltraDLD spectrometer,,,Yes,Philips Panalytical diffractometer,,,,,,1.5412,,,Yes,Perkin Elmer Pragon 1000PC,,400-4000,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,"macroporous, mesoporous",,,,,,,,amorphous,,557
Sulfated zirconia with nickel xerogel @ 773K (500C),Kamoun et al.,Effect the solvent evacuation mode on the catalytic properties of nickel-modified sulfated zirconia catalysts: n-hexane isomerization,2014,54,5,sol-gel,,zirconium(IV) propoxide,,,, n-propanol,,water,sulfuric acid,,,,,,nickel acetylacetonate,,,,,,,,,,,,,,,,,,,,,,,,assumption: sulfuric acid is gelation agent,oven drying,,119.85,,,12,air,,,,,,,500,180,3,oxygen,,No,,,,,,No,,,No,,,,Yes,Micromeritics ASAP 2000,Textural characterization,,,,,,Yes,Specific surface areas and pore size distributions,Yes, Kratos Analytical AXIS UltraDLD spectrometer,,,Yes,Philips Panalytical diffractometer,,,,,,1.5412,,,Yes,Perkin Elmer Pragon 1000PC,,400-4000,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,3.9,,17,,,amorphous,,558
Sulfated zirconia with nickel xerogel @ 773K (500C) after reaction,Kamoun et al.,Effect the solvent evacuation mode on the catalytic properties of nickel-modified sulfated zirconia catalysts: n-hexane isomerization,2014,54,5,sol-gel,,zirconium(IV) propoxide,,,, n-propanol,,water,sulfuric acid,,,,,,nickel acetylacetonate,,,,,,,,,,,,,,,,,,,,,,,,assumption: sulfuric acid is gelation agent,oven drying,,119.85,,,12,air,,,,,,,500,180,3,oxygen,,No,,,,,,No,,,No,,,,Yes,Micromeritics ASAP 2000,Textural characterization,,,,,,Yes,Specific surface areas and pore size distributions,Yes, Kratos Analytical AXIS UltraDLD spectrometer,,,Yes,Philips Panalytical diffractometer,,,,,,1.5412,,,Yes,Perkin Elmer Pragon 1000PC,,400-4000,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,2.7,,11,,,amorphous,,559
Sulfated zirconia with nickel xerogel @ 873K (600C),Kamoun et al.,Effect the solvent evacuation mode on the catalytic properties of nickel-modified sulfated zirconia catalysts: n-hexane isomerization,2014,54,5,sol-gel,,zirconium(IV) propoxide,,,, n-propanol,,water,sulfuric acid,,,,,,nickel acetylacetonate,,,,,,,,,,,,,,,,,,,,,,,,assumption: sulfuric acid is gelation agent,oven drying,,119.85,,,12,air,,,,,,,600,180,3,oxygen,,No,,,,,,No,,,No,,,,Yes,Micromeritics ASAP 2000,Textural characterization,,,,,,Yes,Specific surface areas and pore size distributions,Yes, Kratos Analytical AXIS UltraDLD spectrometer,,,Yes,Philips Panalytical diffractometer,,,,,,1.5412,,,Yes,Perkin Elmer Pragon 1000PC,,400-4000,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,2.8,,18,,,amorphous,,560
Sulfated zirconia with nickel xerogel @ 923K (650C),Kamoun et al.,Effect the solvent evacuation mode on the catalytic properties of nickel-modified sulfated zirconia catalysts: n-hexane isomerization,2014,54,5,sol-gel,,zirconium(IV) propoxide,,,, n-propanol,,water,sulfuric acid,,,,,,nickel acetylacetonate,,,,,,,,,,,,,,,,,,,,,,,,assumption: sulfuric acid is gelation agent,oven drying,,119.85,,,12,air,,,,,,,650,180,3,oxygen,,No,,,,,,No,,,No,,,,Yes,Micromeritics ASAP 2000,Textural characterization,,,,,,Yes,Specific surface areas and pore size distributions,Yes, Kratos Analytical AXIS UltraDLD spectrometer,,,Yes,Philips Panalytical diffractometer,,,,,,1.5412,,,Yes,Perkin Elmer Pragon 1000PC,,400-4000,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,3.7,,35,,,tetragonal,,561
"ZrO2 aerogel dried with ethanol, as-dried",Lermontov et al.,Diethyl and methyl-tert-buthyl ethers as new solvents for aerogels preparation,2014,13,27,sol-gel,,zirconium(IV) propoxide,1.05,,,n-propanol,8.1,water,,,,,,,nitric acid,0.92,,20,,,20,24,ethanol,5,1,,,,,,,,,,,,,,,supercritical drying,ethanol,265,1.67,8.25,2,,,,,,,,,,,,as-dried,Yes,CarlZeiss NVision 40,microstructure,,7,,No,,,No,,,,Yes,ATX-06 Analyzer,specific surface areas,,,,,,Yes,surface areas,No,,,,Yes, Rigaku D/Max 2500 diffractometer,,,,,,,,,No,,,,,,Yes,Pyris Diamond thermoanalyze,,20-1100,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,mesoporous,,,,6,250,,,"tetragonal, monoclinic",,562
"ZrO2 aerogel dried with diethyl ether, as-dried",Lermontov et al.,Diethyl and methyl-tert-buthyl ethers as new solvents for aerogels preparation,2014,13,27,sol-gel,,zirconium(IV) propoxide,1.05,,,n-propanol,8.1,water,,,,,,,nitric acid,0.92,,20,,,20,24,diethyl ether,5,1,,,,,,,,,,,,,,,supercritical drying,diethyl ether,215,1.67,5.5,2,,,,,,,,,,,,as-dried,Yes,CarlZeiss NVision 40,microstructure,,7,,No,,,No,,,,Yes,ATX-06 Analyzer,specific surface areas,,,,,,Yes,surface areas,No,,,,Yes, Rigaku D/Max 2500 diffractometer,,,,,,,,,No,,,,,,Yes,Pyris Diamond thermoanalyze,,20-1100,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,mesoporous,,,,,490,,,amorphous,,563
"ZrO2 aerogel dried with methyltert-butyl ether, as-dried",Lermontov et al.,Diethyl and methyl-tert-buthyl ethers as new solvents for aerogels preparation,2014,13,27,sol-gel,,zirconium(IV) propoxide,1.05,,,n-propanol,8.1,water,,,,,,,nitric acid,0.92,,20,,,20,24,methyltert-butyl ether,5,1,,,,,,,,,,,,,,,supercritical drying,methyltert-butyl ether,245,1.67,4.75,2,,,,,,,,,,,,as-dried,Yes,CarlZeiss NVision 40,microstructure,,7,,No,,,No,,,,Yes,ATX-06 Analyzer,specific surface areas,,,,,,Yes,surface areas,No,,,,Yes, Rigaku D/Max 2500 diffractometer,,,,,,,,,No,,,,,,Yes,Pyris Diamond thermoanalyze,,20-1100,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,mesoporous,,,,,400,,,amorphous,,564
ZrO2 aerogel dried with ethanol @ 440C,Lermontov et al.,Diethyl and methyl-tert-buthyl ethers as new solvents for aerogels preparation,2014,13,27,sol-gel,,zirconium(IV) propoxide,1.05,,,n-propanol,8.1,water,,,,,,,nitric acid,0.92,,20,,,20,24,ethanol,5,1,,,,,,,,,,,,,,,supercritical drying,ethanol,265,1.67,8.25,2,,,,,,,,440,,,,,Yes,CarlZeiss NVision 40,microstructure,,7,,No,,,No,,,,Yes,ATX-06 Analyzer,specific surface areas,,,,,,Yes,surface areas,No,,,,Yes, Rigaku D/Max 2500 diffractometer,,,,,,,,,No,,,,,,Yes,Pyris Diamond thermoanalyze,,20-1100,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,,,,,,,,565
ZrO2 aerogel dried with diethyl ether @ 440C,Lermontov et al.,Diethyl and methyl-tert-buthyl ethers as new solvents for aerogels preparation,2014,13,27,sol-gel,,zirconium(IV) propoxide,1.05,,,n-propanol,8.1,water,,,,,,,nitric acid,0.92,,20,,,20,24,diethyl ether,5,1,,,,,,,,,,,,,,,supercritical drying,diethyl ether,215,1.67,5.5,2,,,,,,,,440,,,,,Yes,CarlZeiss NVision 40,microstructure,,7,,No,,,No,,,,Yes,ATX-06 Analyzer,specific surface areas,,,,,,Yes,surface areas,No,,,,Yes, Rigaku D/Max 2500 diffractometer,,,,,,,,,No,,,,,,Yes,Pyris Diamond thermoanalyze,,20-1100,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,,,,,,,,566
ZrO2 aerogel dried with methyltert-butyl ether @ 440C,Lermontov et al.,Diethyl and methyl-tert-buthyl ethers as new solvents for aerogels preparation,2014,13,27,sol-gel,,zirconium(IV) propoxide,1.05,,,n-propanol,8.1,water,,,,,,,nitric acid,0.92,,20,,,20,24,methyltert-butyl ether,5,1,,,,,,,,,,,,,,,supercritical drying,methyltert-butyl ether,245,1.67,4.75,2,,,,,,,,440,,,,,Yes,CarlZeiss NVision 40,microstructure,,7,,No,,,No,,,,Yes,ATX-06 Analyzer,specific surface areas,,,,,,Yes,surface areas,No,,,,Yes, Rigaku D/Max 2500 diffractometer,,,,,,,,,No,,,,,,Yes,Pyris Diamond thermoanalyze,,20-1100,,10,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,,,,,,,,,,,567
"Zr xerogel (Zr-1: 5% Mg, 2g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,1.111,magnesium chloride hexahydrate,0.057,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.166,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,568
"Zr xerogel (Zr-2: 15% Mg, 2g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.994,magnesium chloride hexahydrate,0.174,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.3,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,569
"Zr xerogel (Zr-3: 25% Mg, 2g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,magnesium chloride hexahydrate,0.291,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.5,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,271.7,0.28,,cubic,,570
"Zr xerogel (Zr-4: 5% Y, 2g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,1.111,yttrium(III) chloride hexahydrate,0.091,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.18,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,571
"Zr xerogel (Zr-5: 15% Y, 2g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.994,yttrium(III) chloride hexahydrate,0.272,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.33,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,572
"Zr xerogel (Zr-6: 25% Y, 2g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,yttrium(III) chloride hexahydrate,0.453,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.58,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,573
"Zr xerogel (Zr-7: 25% Mg, 0g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,1.013,magnesium chloride hexahydrate,0.337,ethanol,7.67,water,n-methylformamide,,,,polyethylene oxide,7.09E-06,propylene oxide,3.38,,60,,0.4,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,nonporous,,,,,,,,,,574
"Zr xerogel (Zr-8: 25% Mg, 1g NFA, 0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.94,magnesium chloride hexahydrate,0.313,ethanol,7.12,water,n-methylformamide,,,,polyethylene oxide,6.57E-06,propylene oxide,3.13,,60,,0.48,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,575
"Zr xerogel (Zr-9: 25% Mg, 4g NFA,0.09g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.773,magnesium chloride hexahydrate,0.257,ethanol,5.85,water,n-methylformamide,,,,polyethylene oxide,5.40E-06,propylene oxide,2.57,,60,,1,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,576
"Zr xerogel (Zr-10: 25% Mg, 2g NFA, 0.03g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,magnesium chloride hexahydrate,0.291,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,2.04E-06,propylene oxide,2.92,,60,,0.516,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,577
"Zr xerogel (Zr-11: 25% Mg, 2g NFA, 0.06g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,magnesium chloride hexahydrate,0.291,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,4.09E-06,propylene oxide,2.92,,60,,0.5,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,578
"Zr xerogel (Zr-12: 25% Mg, 2g NFA, 0.12g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,magnesium chloride hexahydrate,0.291,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,8.17E-06,propylene oxide,2.92,,60,,0.5,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,579
"Zr xerogel (Zr-13: 25% Mg, 2g NFA, 0.15g PEO), as-dried",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,magnesium chloride hexahydrate,0.291,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,1.02E-05,propylene oxide,2.92,,60,,0.53,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,,,,,as-dried,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,,,580
"Zr xerogel (Zr-1: 5% Mg, 2g NFA, 0.09g PEO) @ 800C",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,1.111,magnesium chloride hexahydrate,0.057,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.166,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,800,120,1,air,,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,"cubic, monoclinic",,581
"Zr xerogel (Zr-2: 15% Mg, 2g NFA, 0.09g PEO) @ 800C",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.994,magnesium chloride hexahydrate,0.174,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.3,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,800,120,1,air,,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,cubic,,582
"Zr xerogel (Zr-3: 25% Mg, 2g NFA, 0.09g PEO) @ 800C",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,0.877,magnesium chloride hexahydrate,0.291,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.5,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,800,120,1,air,,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,mesoporous,,,3.5,,94.01,,,cubic,,583
"Zr xerogel (Zr-4: 5% Y, 2g NFA, 0.09g PEO) @ 800C",Wu et al.,Synthesis of monolithic zirconia with macroporous bicontinuous structure via epoxide-driven sol-gel process accompanied by phase separation,2014,31,2,sol-gel,,zirconium(IV) chloride,1.111,yttrium(III) chloride hexahydrate,0.091,ethanol,6.64,water,n-methylformamide,,,,polyethylene oxide,6.13E-06,propylene oxide,2.92,,60,,0.18,,,ethanol,1,1,25,,,,,,,,,,,,,,direct air drying,,,,,,,,,,,,,800,120,1,air,,Yes,HITACHI S-4800,,,,,No,,,No,,,,Yes,ASIC-2 Quantachrome Instruments,Pore Properties,,,200,240,,Yes,Pore properties,No,,,,Yes,DIMAX-RA X-ray diffractometer,,,,,4,,,,No,,,,,,No,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,,,,,,macroporous,,,,,,,,tetragonal,,584
